,text,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,year,week,day,sentiment,smoothed_sentiment,smoothed_sentiment_weibull,smoothed_sentiment_weibull_week
2024-01-30 03:00:00+00:00,"**$BTC** **UPDATE VIP **--------------------  **Grayscale has sent $4.64B worth of ****#Bitcoin**** to Coinbase Prime since ETFs were approved ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,1,positive,4.041666666666666,1.4330290492105198,9.547243547071647
2024-01-30 07:00:00+00:00,"**January 30, 2024  MARKET ANALYSIS:** Market Cap: $1.66 Trillion 24h Volume: $53.54 Billion BTC Dominance: 51.1% ETH Dominance: 16.7% BK Health Standard: 5.6 (1 to 10) BK Sentiment: 24% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. BAR: +29% 2. PENDLE: +18% 3. SUI: +15% **Top Losers** 1. COS: -27% 2. AUCTION: -8% 3. CFX: -6% **BINANCE FUTURES: Top Gainers** 1. PENDLEUSDT: +18% 2. SUIUSDT: +15% **Top Losers** 1. AUCTIONUSDT: -8.5% 2. CFXUSDT: -7% **LARGEST VOLUME (24h)** 1. BTC/USDT ($22400m) 2. ETH/USDT ($9300m) **DAILY OUTLOOK** BAR, PENDLE, and SUI stand out as the top performers in the current market scenario. BTC has demonstrated notable strength, approaching the crucial first resistance level at $44K. Bulls must successfully break through this level to pave the way for sustained bullish momentum. On the flip side, a rejection could indicate a potential search for downward liquidity, setting the stage for the next significant market wave. Investors should closely monitor these developments for strategic decision-making.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,1,positive,2.9583333333333335,1.16386153478173,9.889676659827709
2024-01-30 07:00:00+00:00,"$BTC VIP Analysis January 30, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully got rejected and bounced back after holding out its Horizontal Support level. Currently, the price action is respecting its Horizontal Resistance level which is marked between the $43,561 - $43,125 level -------------------- MAIN INTEREST LEVELS SHORT $43,561 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,1,negative,2.9583333333333335,1.16386153478173,9.889676659827709
2024-01-30 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  The market is currently in a consolidation phase within a defined range, marked by intermittent fluctuations. Subsequent to this consolidation, there have been notable false breakout moves. A key bullish confirmation signal would be a breakout followed by a retest of the horizontal resistance level and a rejection at this level would signal a potential continuation of movement within the established range.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,1,positive,2.208333333333333,0.14870848371124,9.63603422045787
2024-01-30 18:00:00+00:00,"New spot Bitcoin ETFs amass 150,000 BTC as GBTC market share falls to 36%",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,1,positive,2.2083333333333335,1.0079258711302614,9.334896657986407
2024-01-31 02:00:00+00:00,"$BTC VIP Analysis January 31, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC successfully got rejected from its Horizontal Resistance level which is marked between the $43,561 - $43,125 level which can show us that the price action will reach out to its Horizontal Support level again. -------------------- MAIN INTEREST LEVELS SHORT $43,561 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,2,negative,0.20833333333333348,0.6108533158918174,8.538830456358202
2024-01-31 03:00:00+00:00,"**$BTC** **UPDATE VIP **-------------------- ** Amazon is preparing a movie about the $3 billion ****#Bitfinex**** hack. ** Which is one of the largest thefts in the history of #cryptocurrency, involving an amount of up to 3 billion US dollars. The movie will show how hackers successfully stole a huge amount of digital currency and the subsequent investigation process. -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,2,neutral,0.1250000000000001,0.03687438853336722,8.313333531162645
2024-01-31 10:00:00+00:00,"VIP MARKET UPDATE  More than a billion dollars in #Bitcoin Long positions will be liquidated if $BTC hits $39,500.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,2,negative,-1.1666666666666667,-0.5202487671764191,6.521899453969167
2024-01-31 10:00:00+00:00,"**#BTC****/USDT UPDATE:** Bitcoin is currently trading around $42,700, testing the 0.5 Fibonacci retracement level after a recent pump from the support zone. So the Possible scenarios are If the pump continues, the price may rise towards the upper resistance level. This could be around $48,000-$50,000. Otherwise If the price rejects from the 0.5 Fib level, we may see a pullback towards the lower support zone. This could be around $38,000-$40,000. Stay tuned for further updates!",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,2,positive,-1.1666666666666667,-0.5202487671764191,6.521899453969167
2024-01-31 10:00:00+00:00,"More than a billion dollars in #Bitcoin Long positions will be liquidated if $BTC hits $39,500.",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,2,negative,-1.1666666666666667,-0.5202487671764191,6.521899453969167
2024-01-31 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  It faced rejection at the horizontal resistance but is currently trading above the ascending trendline. A potential bounce from this point, coupled with a breakout above the horizontal resistance, could signal a bullish trend. Conversely, a breakdown and retest of the trendline might indicate a bearish development.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,2,positive,-0.16666666666666674,-1.0819634873052986,5.1604153232421055
2024-01-31 17:00:00+00:00,**#Market**** Sentiment****** Bitcoin Fear and Greed Index is 60. Greed,0.0,0.0,0.0,0.0,0.0,1.0,2024,5,2,positive,0.8333333333333335,0.19928748959226905,4.3763338748303005
2024-01-31 18:00:00+00:00,ETFs that own Bitcoin.  - Binance Killers,0.0,0.0,0.0,1.0,0.0,0.0,2024,5,2,positive,1.7916666666666665,0.8441197905817364,4.194529308526787
2024-01-31 23:00:00+00:00,"$BTC VIP Analysis February 01, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action on the H4 timeframe level has successfully reached its Horizontal Support level as we expected. The price action currently consolidating at its Horizontal Support level and taking out the formation of a double-top pattern level -------------------- MAIN INTEREST LEVELS SHORT $41,973 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,2,neutral,1.583333333333333,2.1504094973823915,3.7186787556086967
2024-02-01 03:00:00+00:00,"**UPDATE VIP **--------------------  **As ****#Celsius**** is getting ready for its liquid crypto distribution to some Creditors, a Celsius wallet just received 25,266 ****#Bitcoins**** (worth $1.10 billion).** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,3,positive,2.375,0.6543013562371035,3.428652847101947
2024-02-01 06:00:00+00:00,"**February 1, 2024  MARKET ANALYSIS:** Market Cap: $1.61 Trillion 24h Volume: $64.41 Billion BTC Dominance: 51.2% ETH Dominance: 16.9% BK Health Standard: 3.8 (1 to 10) BK Sentiment: 21% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. JUP: +1912% 2. POND: +25% 3. CKB: +13% **Top Losers** 1. FTT: -29% 2. ALT: -21% 3. AI: -17% **BINANCE FUTURES: Top Gainers** 1. 1000RATSUSDT: +25% 2. CKBUSDT: +13% **Top Losers** 1. ALTUSDT: -21% 2. WIFUSDT: -20% **LARGEST VOLUME (24h)** 1. BTC/USDT ($25900m) 2. ETH/USDT ($11100m) **DAILY OUTLOOK** JUP, POND, and CKB have emerged as the leading gainers in the current market scenario. BTC, on the other hand, has absorbed a significant amount of liquidity during its recent downward trend. Presently, it is making efforts to uphold the critical support level at $42,000. The monthly candle close exhibits a spinning top pattern, indicative of short-term uncertainty in the market. Traders and investors are closely monitoring these developments as they navigate the fluctuations in the crypto landscape.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,3,neutral,2.0,1.0445159650347657,3.4513196860310833
2024-02-01 15:00:00+00:00,"**$BTC**** UPDATE VIP ---**--**--------------- **On Monthly timeframe level the price action of $BTC looks bullish as the price action has squeezed out the Buy Side lIquidity level region and testing out its Horizontal Resistance region which is marked between the $49,175 - $47,440 level The price action can show us the further upward movements only if it flips out its Horizontal Support level into the support level ** -------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,3,positive,4.708333333333334,0.08546281843204394,3.4858021813471334
2024-02-01 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  It has rebounded off the indicated horizontal support, and for the bullish momentum to gain confirmation in the market, bulls must successfully breach the trendline resistance. A substantial bullish rally is anticipated upon this breakthrough. Alternatively, a retracement followed by a breakdown retest of the horizontal support would signify a correction in the market.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,3,positive,4.708333333333334,0.08546281843204394,3.4858021813471334
2024-02-01 15:00:00+00:00,"**#BTC****/USDT UPDATE:** Bitcoin is currently trading around $42,700, testing the 0.5 Fibonacci retracement level after a recent pump from the support zone. So the Possible scenarios are If the pump continues after weekly closes above the 0.5fib level, the price may rise towards the upper resistance level(0.618 fib level). This could be around $48,000-$50,000. Otherwise If the price rejects from the 0.5 Fib level, we may see a pullback towards the lower support zone. This could be around $38,000-$40,000. Stay tuned for further updates!",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,3,positive,4.708333333333334,0.08546281843204394,3.4858021813471334
2024-02-01 15:00:00+00:00,"** JUST IN : Grayscale transferred 4,494.32 **#BTC** to the address of Coinbase Prime Deposit, worth approximately US$191 million; ** **Also it transferred 1,777.67 BTC to a new address, suspected to be Grayscale's new custody address.**",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,3,positive,4.708333333333334,0.08546281843204394,3.4858021813471334
2024-02-01 21:00:00+00:00,"VIP MARKET UPDATE: $BTC DOMINANCE  The current price movement appears to be forming a rising wedge pattern, with the recent bounce off the horizontal support adding an interesting dynamic. It's important to note that a rising wedge is generally considered a bearish pattern in technical analysis. Observing the chart, it seems that after a period of consolidation, a breakdown of the rising wedge is anticipated. This potential breakdown could serve as a significant indication of a forthcoming bull run in altcoins. The consolidation phase is crucial, as it allows market participants to reassess and make informed decisions. If the anticipated breakdown occurs, it might signal a shift in market sentiment, potentially opening the door for an upward trend in Alts.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,3,negative,2.25,3.4319188036876707,4.92782132199662
2024-02-02 03:00:00+00:00,"**$BTC**** UPDATE VIP **-------------------- **JUST IN: **************** 9,030 ****$BTC**** (393,621,051 USD) transferred from unknown wallet to Coinbase Institutional** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,4,positive,2.25,-0.5161184419195844,5.493480047037799
2024-02-02 08:00:00+00:00,"**February 2, 2024  MARKET ANALYSIS:** Market Cap: $1.65 Trillion 24h Volume: $48.58 Billion BTC Dominance: 51.2% ETH Dominance: 16.8% BK Health Standard: 5 (1 to 10) BK Sentiment: 41% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs):** **Top Gainers** 1. DIA: +26% 2. ACA: +18% 3. LINK: +14% **Top Losers** 1. FTT: -11% 2. 1000SATS: -9% 3. ORDI: -6% **BINANCE FUTURES:** **Top Gainers** 1. PYTHUSDT: +23% 2. NMRUSDT: +14% **Top Losers** 1. 1000RATSUSDT: -17% 2. 1000SATSUSDT: -8% **LARGEST VOLUME (24h)** 1. BTC/USDT ($19.83B) 2. ETH/USDT ($8B) **DAILY OUTLOOK** DIA, ACA, and LINK are currently leading the market in terms of gains. BTC has experienced a successful surge, overcoming stops below the $42,000 mark. The next significant hurdle lies in breaking through the $44,000 threshold. The market is demonstrating robust strength, suggesting the possibility of some fluctuations before the anticipated emergence of the next bullish wave. Investors are closely monitoring these dynamics for potential opportunities.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,4,positive,2.4166666666666665,0.8305634247739884,5.868418724341046
2024-02-02 09:00:00+00:00,"$BTC VIP Analysis February 02, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- After the rejection level, the price action of $BTC successfully showed us the bounce-back level from its Horizontal Support level. Currently, the price action is rejecting its Horizontal Resistance level which can show us the downfall in the price action of $BTC -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,4,negative,1.2083333333333335,1.15376698873532,5.962504890455706
2024-02-02 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  It has once more faced rejection at the trendline resistance but is currently maintaining a position above the horizontal support. For the bulls to regain control, a renewed momentum is crucial, and a breakout retest of the trendline would serve as a strong bullish signal. If a breakdown retest of the horizontal support occurs, a market correction can be anticipated.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,4,positive,1.375,0.03368169130516219,5.850639839349983
2024-02-02 16:00:00+00:00," Grayscale deposited 4,431 $BTC($191.47M) to #CoinbasePrime again 2 hours ago. #Grayscale has transferred 133,339 $BTC($5.5B) to since the #ETF was passed.",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,4,positive,2.125,0.5693937127558577,5.8416178626483175
2024-02-02 21:00:00+00:00,"**$BTC**** DOMINANCE UPDATE VIP -------------------- **The price action on the H4 timeframe level is consolidating as expected according to the pattern level we have marked. The price action has filled out its FVG gap level and heading toward another FVG gap level which is marked between the 53.57% - and 52.96% levels. As the volume is increasing this can potentially show us the further increase in the price of $BTC ** -------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,4,positive,2.708333333333333,1.6293207783025294,5.937729185064808
2024-02-03 03:00:00+00:00,"**$BTC**** UPDATE VIP **--------------------  **Bitcoin ETF flows after first 14 trading days: $1.7 billion.  Gold ETF flows after first 14 trading days: $1.3 billion. ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,5,positive,2.7083333333333335,1.05174933699381,6.071052290752406
2024-02-03 05:00:00+00:00,"$BTC VIP Analysis February 03, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC successfully showed us the rejection level from its Horizontal Resistance level which is marked between the $43,561 - $43,125 level. Currently, the price action is again consolidating below its Horizontal Resistance level which can be overcome and fill out this level -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,5,neutral,2.375,1.2783009017975777,6.161559593968222
2024-02-03 06:00:00+00:00,#Bitcoin ETF flows after first 14 trading days: $1.7 billion. #Gold ETF flows after first 14 trading days: $1.3 billion.,0.0,1.0,0.0,0.0,0.0,0.0,2024,5,5,positive,3.2083333333333335,1.305124493722554,6.189813795140302
2024-02-03 09:00:00+00:00,"**February 3, 2024  MARKET ANALYSIS:** Market Cap: $1.65 Trillion 24h Volume: $41.15 Billion BTC Dominance: 51.1% ETH Dominance: 16.8% BK Health Standard: 4.3 (1 to 10) BK Sentiment: 26% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. PYTH: +26% 2. OM: +22% 3. API3: +20% **Top Losers** 1. DIA: -11% 2. ALT: -7% 3. JUP: -6% **BINANCE FUTURES: Top Gainers** 1. API3USDT: +20% 2. WIFUSDT: +14% **Top Losers** 1. ZETAUSDT: -12% 2. 1000RATSUSDT: -8% **LARGEST VOLUME (24h)** 1. BTC/USDT ($16600m) 2. ETH/USDT ($6650m) **DAILY OUTLOOK** PYTH, OM, and API3 have emerged as the top gainers in the current market scenario. Meanwhile, Bitcoin (BTC) is currently undergoing a consolidation phase, exhibiting low trading volumes at approximately $43,000. Anticipating a robust breakout at the $44,000 level in the upcoming days, it is likely that we will observe some accumulation within that particular range. Investors and traders should closely monitor these developments for potential market shifts.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,5,positive,3.625,1.853598784168732,6.410711442747484
2024-02-03 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  The current market behavior indicates consolidation around the descending trendline, signaling a potential breakout that could confirm an upward trajectory. Further movement within the trendline is anticipated before a definitive breakout occurs. We've to closely monitor the market dynamics for a clear confirmation of the upward direction.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,5,positive,3.1666666666666665,1.3126724193672428,6.917054512593457
2024-02-03 16:00:00+00:00,All-Time High for Bitcoin Network Difficulty ,0.0,0.0,0.0,0.0,0.0,1.0,2024,5,5,positive,4.916666666666666,1.363521763656902,7.0206319305080465
2024-02-03 16:00:00+00:00,"**#BTC****/USDT UPDATE:** #BTC is now trading around 43.1k. Bitcoin is pumping from the support zone and breaking the 0.5 Fib level. So the Possible scenarios are If the weekly candle closes above the 0.5 Fib level, the price may pump up to the 0.618 Fib level. Otherwise If the price dumps and closes below the 0.5 Fib level, we could see a dump in Bitcoin. Stay tuned with us for further updates",0.0,0.0,0.0,0.0,0.0,1.0,2024,5,5,positive,4.916666666666666,1.363521763656902,7.0206319305080465
2024-02-03 18:00:00+00:00,"#Crypto El Salvador made Bitcoin legal money to help its economy grow. But, new studies by expert economists show that using Bitcoin there is facing problems and not everyone in the country is happy to use it.",0.0,1.0,0.0,0.0,0.0,0.0,2024,5,5,neutral,4.333333333333333,2.764240804916886,7.456148065213984
2024-02-04 00:00:00+00:00,"$BTC VIP Analysis February 04, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BEARISH -------------------- As expected the price action of $BTC is getting rejected from its Horizontal Resistance level marked between the $43,561 - $43,125 level. Currently, the price action is getting rejected and breaking down its Support trendline level which after the closure below the level can show us the downward movements -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,6,negative,1.7083333333333335,1.431662353508289,8.328103996253885
2024-02-04 03:00:00+00:00,"**$BTC**** UPDATE VIP **-------------------- **Facebook and ****Instagram may soon allow spot Bitcoin ETF ads** ETF Store President Nate Geraci stated on social media that Facebook and Instagram may soon allow advertising for spot Bitcoin ETFs. -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,5,6,positive,2.0833333333333335,-0.5249941375946214,8.287775852562914
2024-02-04 06:00:00+00:00,"**February 4, 2024  MARKET ANALYSIS:** Market Cap: $1.64 Trillion 24h Volume: $28.97 Billion BTC Dominance: 51.2% ETH Dominance: 16.8% BK Health Standard: 3.6 (1 to 10) BK Sentiment: 21% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. OM: +52% 2. DATA: +11% 3. LUNC: +9% **Top Losers** 1. ACE: -11% 2. ALT: -10% 3. MANTA: -9% **BINANCE FUTURES: Top Gainers** 1. 1000LUNCUSDT: +10% 2. NMRUSDT: +9% **Top Losers** 1. ZETAUSDT: -11.5% 2. ACEUSDT: -11.2% **LARGEST VOLUME (24h)** 1. BTC/USDT ($11.68B) 2. ETH/USDT ($4.29B) **DAILY OUTLOOK** OM, DATA, and LUNC have emerged as the top gainers in the current market scenario. BTC is currently seeking downside liquidity, making it crucial to closely monitor the weekly candle close. To capitalize on potential opportunities, we plan to strategically invest in some promising altcoins before the weekly candle close, providing valuable insights into the overall market momentum. Stay tuned for updates on these developments.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,6,neutral,1.4583333333333333,0.10848068878122873,8.276292889612636
2024-02-04 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  The price action is currently consolidating within a bullish flag pattern below the descending trendline. An effective breakout above the trendline would signal a bullish continuation. On the other hand, a rejection at this level could lead to a retest of the horizontal support before a potential breakout.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,5,6,positive,1.2083333333333333,0.07416674121986663,7.3166712845435615
2024-02-05 03:00:00+00:00,"**$BTC**** UPDATE VIP **--------------------  **The BlackRock and Fidelity Bitcoin ETFs are in the top 10 of ALL ETF inflows for January ** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,0,positive,1.5,0.08541213109325509,5.53890560707433
2024-02-05 03:00:00+00:00,"$BTC VIP Analysis February 05, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- The price action of $BTC on the H1 timeframe level successfully filled out its FVG gap level which is marked between the $42,360 - $42,283 level. Currently, it's respecting its Horizontal Support level and the price action is trying to bounce back level. However, the side liquidity level is marked at the $41,906 level which can be squeezed out later on -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,0,neutral,1.5,0.08541213109325509,5.53890560707433
2024-02-05 06:00:00+00:00,"**February 5, 2024  MARKET ANALYSIS:** Market Cap: $1.64 Trillion 24h Volume: $35.25 Billion BTC Dominance: 51.2% ETH Dominance: 16.8% BK Health Standard: 3.9 (1 to 10) BK Sentiment: 21% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. POND: +26% 2. NMR: +14% 3. CTXC: +13.5% **Top Losers** 1. OM: -8% 2. RNDR: -6% 3. MULTI: -5% **BINANCE FUTURES: Top Gainers** 1. NMRUSDT: +14% 2. GALUSDT: +11% **Top Losers** 1. RNDRUSDT: -7% 2. WIFUSDT: -6.5% **LARGEST VOLUME (24h)** 1. BTC/USDT ($15350m) 2. ETH/USDT ($5800m) **DAILY OUTLOOK** POND, NMR, and CTXC have emerged as the top gainers in the market, showcasing impressive performance. Meanwhile, BTC finds itself in a consolidation phase, with today's opening of the financial markets poised to provide crucial insights into the imminent direction of the market. While the short-term structure appears somewhat choppy, the broader trend remains decidedly bullish.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,6,0,positive,2.25,0.919195925457779,5.203919792616995
2024-02-05 08:00:00+00:00,"February tends to be a favorable month for #Bitcoin, showing a notable seasonal pattern with positive returns in 7 out of the last 10 years and averaging at +8%.",0.0,1.0,0.0,0.0,0.0,0.0,2024,6,0,positive,4.0,1.6678965255479914,5.110585822084395
2024-02-05 08:00:00+00:00,"The price of #Bitcoin is in a very bullish channel in the daily time frame, and considering that it could not break the $50,000 level, there is a possibility of a price decrease to $38,000.",0.0,1.0,0.0,0.0,0.0,0.0,2024,6,0,positive,4.0,1.6678965255479914,5.110585822084395
2024-02-05 15:00:00+00:00,"VIP MARKET UPDATE: $BTC  It has once more faced rejection at the horizontal resistance, maintaining its trade within the confines of the horizontal support and resistance zone. Vigilance is paramount as we await a potential breakout or breakdown, coupled with a retest of the support and resistance zone. This retest will serve as a crucial confirmation for short-term directional movements. Stay attentive to market dynamics for timely decision-making.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,6,0,neutral,2.5416666666666665,1.8488553262702379,5.644844070264286
2024-02-05 21:00:00+00:00,"$BTC** DOMINANCE UPDATE VIP ----**-**--------------- **On H4 timeframe level the price action of $BTC DOMINANCE is respecting out its Horizontal Support level which is marked between the 52.44% - 52.29% level which the price action can hold out this level and show us further upward movement as all the EMAs are into the Support levels ** -------------------- We told you first, Fed. Russian Insiders**",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,0,positive,2.541666666666667,0.10452480635937103,5.826239107190203
2024-02-06 03:00:00+00:00,"**$BTC**** UPDATE VIP **--------------------  **Pro ****#Bitcoin**** candidate Nayib Bukele re-elected as President of  El Salvador** -------------------- We told you first, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,1,positive,2.291666666666667,0.8584560423980779,6.039149592522472
2024-02-06 06:00:00+00:00,"**MONTHLY PNL UPDATE VIP** January 2024 -------------------- **TOTAL TRADES: 28** Average trades per day: 1-2 Average trades per week: 6.3 Wins: 28 Losses: 0 Unfilled/Neutral/Set: 0 **TOTAL PROFIT: **373**% **(considering only 5-10% of our portfolios is used per trade)** **Accuracy: 95.1% PERFECT MONTH! with 0 stops reached, making all our 28 trades this month winning trades!! BTC is once again ready to make a huge move And whats the best part? That we're just getting started... While all other trading channels are trying to make pennies, and not get liquidated, weve once again managed to catch all the biggest moves in the market on January, making us a total profit of 2,613% (adjusted to 373% for position sizes, 5-10% per trade). Out of a total of 66 trades (including scalps, standard trades and swing trades), 28 became huge winners, while 0 were closed at breakeven and 0 at stop loss. Truly an amazing month. -------------------- Yours truly, Fed. Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,1,positive,2.666666666666667,1.276599128005902,6.185910146838738
2024-02-06 08:00:00+00:00,"**February 6, 2024  MARKET ANALYSIS:** Market Cap: $1.64 Trillion 24h Volume: $42 Billion BTC Dominance: 51.7% ETH Dominance: 17% BK Health Standard: 5.6 (1 to 10) BK Sentiment: 37% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. ENS: +24% 2. ACA: +14% 3. CKB: +12% **Top Losers** 1. MULTI: -22% 2. XMR: -13% 3. OM: -12% **BINANCE FUTURES: Top Gainers** 1. ENSUSDT: +23% 2. CKBUSDT: +11% **Top Losers** 1. ZETAUSDT: -17% 2. XMRUSDT: -12% **LARGEST VOLUME (24h)** 1. BTC/USDT ($17500m) 2. ETH/USDT ($7500m) **DAILY OUTLOOK** ENS, ACA, and CKB have surged to the forefront as the standout performers in the current market landscape. Meanwhile, BTC remains ensconced in a consolidation phase, tracing a triangle pattern that hints at the possibility of an impending bullish surge. USDT.D teeters on the brink of a breakdown, a potential harbinger of an upward momentum shift.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,6,1,positive,3.25,1.8140604838017116,6.355360198780816
2024-02-06 14:00:00+00:00,"VIP MARKET UPDATE: $BTC  An inverse head and shoulders pattern has emerged, indicating a potential bullish reversal. Currently, the market is trading below the neckline of this pattern. However, there is increasing momentum among bulls, suggesting a shift towards an upward trend. A breakout retest above the neckline would serve as a strong confirmation of this anticipated upward movement.  - Binance Killers",0.0,0.0,0.0,1.0,0.0,0.0,2024,6,1,positive,3.25,1.5336751034261875,6.9263221908449975
2024-02-06 15:00:00+00:00,"$BTC VIP Analysis February 06, 2024 ------------------- BIAS: Mid-Term: BEARISH Short-Term: BULLISH -------------------- As expected the price action of $BTC Successfully bounced back towards its Horizontal Resistance level which is marked between the $43,561 - $43,125 level. The price action which it left out the FVG gap level is trying to fill out and going to test out its Horizontal Resistance level again -------------------- MAIN INTEREST LEVELS SHORT $43,125 LONG $42,229 PREDICTED DAILY RANGE $41,997 - $47,091 -------------------- VIP ACTION PLAN [VIP EXCLUSIVE CONTENT] -------------------- Yours truly, Federal Russian Insiders",1.0,0.0,0.0,0.0,0.0,0.0,2024,6,1,positive,4.041666666666666,1.530272260746659,7.035524552589555
